"sample","n_with_driver_gene_coding","driver_coding_snv","n_with_driver_gene_id","driver_gene_id","n_with_driver_gene_snv","driver_genes_snv","total_coding_indels","in_pks_motif_coding","fraction_pksmotif_coding","total_indels_genic","in_pks_motif_genic","fraction_pksmotif_genic","n_AA_genic","n_with_gene_snv","Signature.x","ID18_refit_coding","injection.x","method.x","Signature.y","ID18_refit_genic","injection.y","method.y","Signature.x","SBS88_refit_coding","injection.x","method.x","Signature.y","SBS88_refit_genic","injection.y","method.y","n_AA_coding","n_with_coding_snv"
"PD37266b_lo0005",0,"0",0,"0",6,"CTNNA2;LRP1B;ANK1;FAM135B;FAT3",5,0,0,57,9,0.157894736842105,11,465,"ID18",0.998184589599,"normal","Crypt","ID18",0.698748722782022,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37266b_lo0006",0,"0",0,"0",4,"CTNNA2;FHIT;KMT2C;DCC",1,0,0,45,7,0.155555555555556,12,343,"ID18",1,"normal","Crypt","ID18",0.840159093411402,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37266b_lo0007",0,"0",0,"0",6,"ASXL2;LRP1B;ERBB4;FAT4;ATM",1,0,0,41,7,0.170731707317073,15,422,"ID18",0.922667652394483,"normal","Crypt","ID18",0.482881098784352,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37266b_lo0008",0,"0",2,"ANK1;FAT3",4,"CTNNA2;LRP1B;FHIT;LCP1",0,0,0,46,13,0.282608695652174,17,398,"0",0,"0","0","ID18",0.851320479418213,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37266b_lo0017",0,"0",0,"0",3,"CTNNA2;FAT4;CSMD3",2,0,0,55,9,0.163636363636364,10,338,"ID18",1,"normal","Crypt","ID18",0.752596329981541,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",1,11
"PD37266b_lo0023",0,"0",0,"0",4,"CTNNA2;CASP8;ERBB4;FAT3",0,0,0,23,3,0.130434782608696,13,319,"0",0,"0","0","ID18",0.599550020867401,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37266c_lo0010",0,"0",1,"LRP1B",3,"ERBB4;FHIT;DCC",2,1,0.5,69,38,0.550724637681159,38,347,"ID18",1,"normal","Crypt","ID18",0.921046980548008,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0.0780542609950081,"normal","Crypt",1,6
"PD37266c_lo0012",0,"0",0,"0",5,"LRP1B;ERBB4;CSMD3;AR",0,0,0,57,26,0.456140350877193,22,371,"0",0,"0","0","ID18",0.911564033678602,"normal","Crypt","SBS88",0.0935114101276161,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37266c_lo0014",0,"0",1,"DCC",3,"CAMTA1;KMT2C;GNAQ",0,0,0,65,28,0.430769230769231,35,391,"0",0,"0","0","ID18",0.963160470157078,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37266c_lo0016",0,"0",0,"0",3,"DCC;ERG;AMER1",2,1,0.5,63,24,0.380952380952381,25,403,"ID18",1,"normal","Crypt","ID18",0.871206921213396,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0.00565523295619244,"normal","Crypt",0,0
"PD37266c_lo0018",0,"0",1,"CSMD3",8,"CAMTA1;ALK;CTNNA2;LRP1B;FHIT;CSMD3;CTNND1;GRIN2A",1,0,0,55,28,0.509090909090909,20,321,"ID18",1,"normal","Crypt","ID18",0.939610862768233,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0.0506471759851796,"normal","Crypt",0,0
"PD37266c_lo0023",0,"0",1,"FAT3",0,"0",0,0,0,13,3,0.230769230769231,3,104,"0",0,"0","0","ID18",0.730348963504428,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37266d_lo0002",1,"GNAS",0,"0",4,"CAMTA1;LRP1B;EPHA7;GNAS",0,0,0,17,4,0.235294117647059,3,208,"0",0,"0","0","ID18",0.872659765551114,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37266d_lo0010",0,"0",2,"ATM;GRIN2A",3,"LRP1B;CSMD3;DCC",0,0,0,45,15,0.333333333333333,25,363,"0",0,"0","0","ID18",1,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37266d_lo0012",0,"0",0,"0",2,"ARID1B;DCC",2,0,0,29,3,0.103448275862069,11,221,"ID18",1,"normal","Crypt","ID18",0.735088486056774,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37266d_lo0014",1,"ARID1B",0,"0",4,"ARID1B;ANK1;CSMD3;GNAQ",0,0,0,35,9,0.257142857142857,17,339,"0",0,"0","0","ID18",0.803719372592624,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",1,12
"PD37266e_lo0008",0,"0",1,"CSMD3",3,"LRP1B;EGFR",1,0,0,50,4,0.08,9,397,"ID18",1,"normal","Crypt","ID18",0.665744374208967,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37266e_lo0010",0,"0",0,"0",1,"FIP1L1",0,0,0,23,4,0.173913043478261,6,161,"0",0,"0","0","ID18",0.868529495194575,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37449c_lo0001",0,"0",4,"LRP1B;ERBB4;FOXP1;CSMD3",7,"ALK;ERBB4;EPHA3;BRAF;CSMD3",1,0,0,168,114,0.678571428571429,206,479,"ID18",0,"normal","Crypt","ID18",0.960308772454727,"normal","Crypt","SBS88",0.674944110583376,"normal","Crypt","SBS88",0.840129489718474,"normal","Crypt",3,15
"PD37449c_lo0009",0,"0",0,"0",7,"DDR2;CTNNA2;LRP1B;FAT4;CSMD3;FAT3",1,1,1,146,98,0.671232876712329,145,394,"ID18",1,"normal","Crypt","ID18",0.971789790483192,"normal","Crypt","SBS88",0.402971053718306,"normal","Crypt","SBS88",0.656996868153114,"normal","Crypt",3,10
"PD37449c_lo0014",0,"0",1,"LRP1B",1,"FAT3",1,0,0,112,71,0.633928571428571,139,356,"ID18",0.948265946879744,"normal","Crypt","ID18",0.974814815031924,"normal","Crypt","SBS88",0.119324974724182,"normal","Crypt","SBS88",0.674651337601698,"normal","Crypt",2,18
"PD37449c_lo0017",0,"0",3,"CAMTA1;LRP1B;EPHA3",4,"LRP1B;FAT3",3,2,0.666666666666667,102,66,0.647058823529412,123,341,"ID18",1,"normal","Crypt","ID18",0.959367086605694,"normal","Crypt","SBS88",0.177833797730665,"normal","Crypt","SBS88",0.679176414368753,"normal","Crypt",4,15
"PD37449d_lo0001",0,"0",0,"0",3,"CTNNA2;ERBB4;FAT3",2,0,0,148,101,0.682432432432432,112,293,"ID18",1,"normal","Crypt","ID18",0.974510576902526,"normal","Crypt","SBS88",0.765452751357146,"normal","Crypt","SBS88",0.691172227461353,"normal","Crypt",1,3
"PD37449d_lo0002",0,"0",0,"0",5,"LRP1B;CSMD3;FAM135B;FAT3;CDH11",1,1,1,134,102,0.761194029850746,128,344,"ID18",0.998838284693649,"normal","Crypt","ID18",0.988453063886902,"normal","Crypt","SBS88",0.702630085322867,"normal","Crypt","SBS88",0.684842976037181,"normal","Crypt",3,11
"PD37449d_lo0003",0,"0",1,"AR",1,"GNAQ",0,0,0,101,74,0.732673267326733,95,270,"0",0,"0","0","ID18",0.950657570745469,"normal","Crypt","SBS88",0.354635189471541,"normal","Crypt","SBS88",0.666997848741187,"normal","Crypt",2,9
"PD37449d_lo0006",0,"0",5,"CAMTA1;ASXL2;CTNNA2;EPHA3;AR",2,"CTNNA2;ARID1B",1,0,0,139,102,0.733812949640288,114,276,"ID18",1,"normal","Crypt","ID18",0.948582382504272,"normal","Crypt","SBS88",0.105613541631985,"normal","Crypt","SBS88",0.802150135423099,"normal","Crypt",3,10
"PD37449d_lo0011",0,"0",0,"0",2,"EPHA3;CSMD3",1,0,0,49,24,0.489795918367347,41,240,"ID18",0.949858005432401,"normal","Crypt","ID18",0.94862796698586,"normal","Crypt","SBS88",0.271179884871766,"normal","Crypt","SBS88",0.206032864703718,"normal","Crypt",2,8
"PD37449d_lo0012",0,"0",1,"DNMT3A",2,"CAMTA1;CSMD3",1,0,0,50,22,0.44,49,199,"ID18",1,"normal","Crypt","ID18",0.943532381093901,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0.373980066826648,"normal","Crypt",0,0
"PD37449d_lo0017",0,"0",0,"0",4,"CTNNA2;ERBB4;FAT4;ARID1B",2,2,1,119,94,0.789915966386555,123,328,"ID18",1,"normal","Crypt","ID18",0.985057137807706,"normal","Crypt","SBS88",0.373681650949038,"normal","Crypt","SBS88",0.676669584682841,"normal","Crypt",0,0
"PD37449e_lo0001",0,"0",0,"0",1,"EPHA7",0,0,0,17,0,0,0,0,"0",0,"0","0","ID18",1,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37449e_lo0002",0,"0",0,"0",3,"FBXW7;ARID1B;FAT3",0,0,0,15,4,0.266666666666667,4,145,"0",0,"0","0","ID18",0.738158841938993,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37449e_lo0003",0,"0",0,"0",0,"0",1,0,0,18,1,0.0555555555555556,5,167,"ID18",1,"normal","Crypt","ID18",0.360175693030764,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37449e_lo0004",0,"0",0,"0",3,"CAMTA1;CTNNB1;EPHA3",1,0,0,25,4,0.16,4,203,"ID18",0.948265946879744,"normal","Crypt","ID18",0.579247760233455,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37449e_lo0006",0,"0",0,"0",1,"DCC",0,0,0,41,15,0.365853658536585,28,182,"0",0,"0","0","ID18",0.898710277908576,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0.118540642074572,"normal","Crypt",0,0
"PD37449e_lo0008",1,"KDM5C",3,"LRP1B;ERBB4;EPHA3",8,"FHIT;ANK1;CSMD3;FAM135B;FAT3",0,0,0,144,107,0.743055555555556,136,396,"0",0,"0","0","ID18",0.988679698539932,"normal","Crypt","SBS88",0.302240064572733,"normal","Crypt","SBS88",0.645798052832209,"normal","Crypt",7,16
"PD37449e_lo0010",0,"0",0,"0",1,"FAM135B",1,1,1,102,63,0.617647058823529,85,291,"ID18",1,"normal","Crypt","ID18",0.966141119252676,"normal","Crypt","SBS88",0.431814213040547,"normal","Crypt","SBS88",0.51075831362133,"normal","Crypt",4,13
"PD37449e_lo0014",0,"0",1,"ALK",0,"0",0,0,0,32,7,0.21875,8,122,"0",0,"0","0","ID18",0.818481176833631,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0.0339690547909964,"normal","Crypt",0,0
"PD37449e_lo0015",0,"0",0,"0",1,"CTNND1",1,0,0,26,0,0,2,114,"ID18",1,"normal","Crypt","ID18",0.904441957529315,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37449f_lo0002",0,"0",1,"ERBB4",6,"LRP1B;EPHA3;CSMD3;FGFR2;FLT3",0,0,0,35,9,0.257142857142857,16,229,"0",0,"0","0","ID18",0.754428992756862,"normal","Crypt","SBS88",0.184594265007152,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37449f_lo0006",0,"0",0,"0",3,"ALK;CTNNA2;CSMD3",0,0,0,23,0,0,7,216,"0",0,"0","0","ID18",0.29244854789735,"normal","Crypt","SBS88",0.0183111754622462,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37449f_lo0008",0,"0",1,"LRP1B",1,"LEF1",1,0,0,16,2,0.125,4,96,"ID18",0.948265946879744,"normal","Crypt","ID18",0.873052648411259,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37449f_lo0010",0,"0",0,"0",1,"LRP1B",0,0,0,6,0,0,2,65,"0",0,"0","0","ID18",0.70647718892515,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37449f_lo0011",0,"0",0,"0",1,"ALK",1,1,1,24,6,0.25,6,136,"ID18",1,"normal","Crypt","ID18",0.93985965447572,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",1,3
"PD37449f_lo0016",0,"0",1,"CREBBP",1,"FHIT",1,0,0,33,5,0.151515151515152,11,233,"ID18",1,"normal","Crypt","ID18",0.641429846849203,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0.0324937416116775,"normal","Crypt",0,0
"PD37449f_lo0017",0,"0",2,"CTNNA2;LRP1B",1,"LRP1B",0,0,0,40,10,0.25,13,182,"0",0,"0","0","ID18",0.742021975789344,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37449f_lo0019",0,"0",0,"0",1,"CSMD3",0,0,0,24,4,0.166666666666667,6,140,"0",0,"0","0","ID18",0.550107494232032,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37449f_lo0022",0,"0",0,"0",0,"0",1,0,0,38,6,0.157894736842105,14,181,"ID18",0,"normal","Crypt","ID18",0.698176979701025,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0.0183592683546982,"normal","Crypt",1,10
"PD37449f_lo0023",0,"0",0,"0",0,"0",0,0,0,12,0,0,4,88,"0",0,"0","0","ID18",0.238462682858915,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37457b4",0,"0",0,"0",2,"CTNNA2;KMT2C",0,0,0,12,2,0.166666666666667,2,136,"0",0,"0","0","ID18",0.77488963398758,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",1,7
"PD37457c4",0,"0",0,"0",3,"CTNNA2;FHIT;DCC",0,0,0,36,4,0.111111111111111,14,328,"0",0,"0","0","ID18",0.641589392631124,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",1,19
"PD37457e6",0,"0",1,"LRP1B",16,"CAMTA1;ALK;CTNNA2;LRP1B;ERBB4;FHIT;FOXP1;EPHA3;AKAP9;CSMD3;GRIN2A;CDH11;ERG",1,0,0,68,3,0.0441176470588235,20,551,"ID18",0,"carcinoma","Crypt","ID18",0.716872327128933,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",1,22
"PD37457f4",0,"0",0,"0",4,"LRP1B;FAT4;DCC",1,0,0,52,5,0.0961538461538462,23,507,"ID18",0.922667652394483,"carcinoma","Crypt","ID18",0.486059791272592,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37457f7",0,"0",1,"CAMTA1",7,"ALK;CTNNA2;LRP1B;ERBB4;FAT4;ARID1B;CDH11",0,0,0,33,5,0.151515151515152,10,345,"0",0,"0","0","ID18",0.649051106137631,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",1,13
"PD37457g5",0,"0",2,"LRP1B;FAT3",3,"CSMD3;DCC",1,0,0,49,9,0.183673469387755,23,446,"ID18",0.948265946879744,"carcinoma","Crypt","ID18",0.562904543419011,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0.0225524827300413,"carcinoma","Crypt",1,14
"PD37457h2",1,"DCC",0,"0",2,"FAT3;ERG",0,0,0,29,2,0.0689655172413793,8,250,"0",0,"0","0","ID18",0.208141348317985,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37457h5",0,"0",0,"0",4,"ERBB4;FAM135B;CDH11;DCC",1,0,0,39,4,0.102564102564103,17,393,"ID18",1,"carcinoma","Crypt","ID18",0.60763443844564,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37457i4",1,"FAT4",0,"0",9,"LRP1B;FHIT;EPHA3;CSMD3;FAM135B;DCC",0,0,0,45,4,0.0888888888888889,16,528,"0",0,"0","0","ID18",0.635389615732262,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37457i5",0,"0",0,"0",1,"LRP1B",0,0,0,28,3,0.107142857142857,14,281,"0",0,"0","0","ID18",0.271699779657734,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37457j7",0,"0",2,"CHD2;KDM6A",4,"CTNNA2;EPHA3;CSMD3;COL1A1",2,0,0,58,12,0.206896551724138,23,360,"ID18",0.10467893945166,"carcinoma","Crypt","ID18",0.848180000474515,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37457j8",0,"0",2,"FBXW7;AXIN2",7,"CTNNA2;LRP1B;ERBB4;FHIT;ARID2;CDK12",1,1,1,34,9,0.264705882352941,12,308,"ID18",1,"carcinoma","Crypt","ID18",0.630574500375014,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt","SBS88",0,"carcinoma","Crypt",0,0
"PD37509b8",0,"0",0,"0",3,"ALK;CSMD3",0,0,0,46,21,0.456521739130435,38,222,"0",0,"0","0","ID18",0.820379092946097,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0.171941323485128,"normal","Crypt",2,8
"PD37509b9",0,"0",0,"0",7,"CAMTA1;CTNNA2;LRP1B;FHIT;FAT3;CDH11",2,0,0,30,9,0.3,26,255,"ID18",0.98858149034861,"normal","Crypt","ID18",0.784013752378222,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0.194073628324844,"normal","Crypt",0,0
"PD37510b4",0,"0",0,"0",0,"0",0,0,0,14,7,0.5,15,71,"0",0,"0","0","ID18",0.911519582826281,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0.250087047185596,"normal","Crypt",0,0
"PD37510b7",0,"0",1,"ALK",1,"KDM6A",1,0,0,28,17,0.607142857142857,26,120,"ID18",1,"normal","Crypt","ID18",0.928458079590157,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0.272939259431916,"normal","Crypt",0,0
"PD37510b8",0,"0",0,"0",3,"LRP1B;DCC",0,0,0,24,22,0.916666666666667,23,99,"0",0,"0","0","ID18",0.947776485065443,"normal","Crypt","SBS88",0.359796410764082,"normal","Crypt","SBS88",0.33188939291038,"normal","Crypt",3,8
"PD37512a11",1,"JUN",1,"CTNNA2",5,"BCL9;LRP1B;BCL9L;DCC",2,0,0,109,51,0.467889908256881,83,584,"ID18",1,"normal","Crypt","ID18",0.93339302062936,"normal","Crypt","SBS88",0.0897486739537709,"normal","Crypt","SBS88",0.217731187317198,"normal","Crypt",5,23
"PD37512a4",0,"0",2,"CTNNA2;FAT3",8,"LRP1B;ERBB4;FAT4;CSMD3;CDH11;DCC",1,0,0,59,4,0.0677966101694915,14,520,"ID18",0,"normal","Crypt","ID18",0.605832491484533,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",2,19
"PD37512a5",0,"0",0,"0",4,"FOXP1;EPHA3;BMP5;DCC",0,0,0,47,5,0.106382978723404,14,494,"0",0,"0","0","ID18",0.628550782023291,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37512b7",0,"0",2,"CTNNA2;FHIT",11,"CAMTA1;ALK;LRP1B;ERBB4;EPHA3;CSMD3;FAM135B;AXIN2",2,0,0,53,9,0.169811320754717,32,577,"ID18",0.924934385270966,"normal","Crypt","ID18",0.791056970877108,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",1,25
"PD37513a13",0,"0",0,"0",3,"LRP1B;EGFR;CSMD3",0,0,0,38,10,0.263157894736842,29,298,"0",0,"0","0","ID18",0.733845362389564,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0.0801260790216394,"normal","Crypt",1,12
"PD37513a2",0,"0",3,"CAMTA1;DNMT3A;DCC",6,"LRP1B;EPHA3;EPHA7;AKAP9;ANK1;BCOR",1,0,0,80,33,0.4125,66,485,"ID18",0,"normal","Crypt","ID18",0.838898403938915,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0.127086660560453,"normal","Crypt",2,17
"PD37513a20",0,"0",0,"0",4,"EPHA7;KMT2C;DDX6;DCC",2,0,0,48,10,0.208333333333333,18,331,"ID18",0.753871608996752,"normal","Crypt","ID18",0.723472381283045,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37513a21",0,"0",0,"0",5,"ALK;CTNNA2;CSMD3;DCC",1,0,0,34,8,0.235294117647059,22,344,"ID18",1,"normal","Crypt","ID18",0.846251205459615,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37513a3",2,"COL3A1;KMT2C",0,"0",6,"CAMTA1;CTNNA2;LRP1B;ARID1B",1,1,1,102,55,0.53921568627451,92,516,"ID18",1,"normal","Crypt","ID18",0.934661260991155,"normal","Crypt","SBS88",0.167792427401618,"normal","Crypt","SBS88",0.26482005456001,"normal","Crypt",4,17
"PD37513b5",0,"0",0,"0",0,"0",0,0,0,25,1,0.04,6,203,"0",0,"0","0","ID18",0.8276651327138,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37513b7",1,"BCL9L",0,"0",5,"CAMTA1;ALK;LRP1B;GNAQ",1,0,0,56,12,0.214285714285714,21,400,"ID18",0.948265946879744,"normal","Crypt","ID18",0.934796722571608,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0.00625550158043383,"normal","Crypt",2,21
"PD37513b8",0,"0",1,"LRP1B",4,"BCL9;LRP1B;FHIT",0,0,0,47,15,0.319148936170213,32,385,"0",0,"0","0","ID18",0.846757288951331,"normal","Crypt","SBS88",0.0444145098603897,"normal","Crypt","SBS88",0.0369081383772401,"normal","Crypt",0,0
"PD37514a",0,"0",1,"FHIT",6,"LRP1B;ERBB4;CSMD3",0,0,0,50,5,0.1,12,446,"0",0,"0","0","ID18",0.589732246996956,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37514a2",2,"COL3A1;ERBB3",1,"BRCA2",3,"CAMTA1;CSMD3;ATM",0,0,0,43,2,0.0465116279069767,10,476,"0",0,"0","0","ID18",0.72771862153864,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37514a3",0,"0",0,"0",6,"LRP1B;FHIT;KMT2C;CSMD3",0,0,0,55,11,0.2,15,478,"0",0,"0","0","ID18",0.333762162756033,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37514b3",1,"APC",0,"0",3,"LRP1B;FAM135B;GNAS",1,0,0,37,2,0.0540540540540541,15,387,"ID18",0.949858005432401,"normal","Crypt","ID18",0.770834223285878,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37514b7",0,"0",2,"ERBB4;CCND3",2,"CAMTA1;ERBB4",2,0,0,51,4,0.0784313725490196,17,440,"ID18",0.551018525326574,"normal","Crypt","ID18",0.63140553802747,"normal","Crypt","SBS88",0.00533868281148435,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37514b8",1,"GNAQ",0,"0",5,"BCL9;CSMD3;GNAQ;DCC",0,0,0,20,1,0.05,7,210,"0",0,"0","0","ID18",0.719081781803926,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",2,14
"PD37590b_lo0010",0,"0",2,"ALK;BRAF",3,"FAT3;ATM",0,0,0,42,3,0.0714285714285714,7,274,"0",0,"0","0","ID18",0.690072952069879,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",1,6
"PD37590b_lo0015",0,"0",1,"CDH11",4,"LRP1B;FAT4;DCC",2,0,0,61,1,0.0163934426229508,11,337,"ID18",1,"normal","Crypt","ID18",0.764736698724959,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37590b_lo0018",0,"0",1,"FBXW7",2,"ERBB4;ARID1B",3,0,0,51,5,0.0980392156862745,13,284,"ID18",0.968178428584363,"normal","Crypt","ID18",0.727749954756764,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",1,12
"PD37590b_lo0030",0,"0",0,"0",6,"ALK;CTNNA2;LRP1B;FAT4;CDH11;KDM6A",0,0,0,61,7,0.114754098360656,9,334,"0",0,"0","0","ID18",0.558853186544345,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37590b_lo0033",0,"0",2,"LRP1B;GNAQ",2,"GNAQ;CTNND1",0,0,0,54,0,0,13,333,"0",0,"0","0","ID18",0.586221227624048,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37590b_lo0041",0,"0",2,"ERBB4;EPHA7",6,"CAMTA1;FHIT;CSMD3;GNAQ;DCC;KDM6A",1,0,0,55,2,0.0363636363636364,12,360,"ID18",0.949858005432401,"normal","Crypt","ID18",0.962681193461049,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37590b_lo0051",0,"0",1,"FHIT",6,"LRP1B;CSMD3;FAT3;ERG",0,0,0,64,3,0.046875,8,351,"0",0,"0","0","ID18",0.711107389484278,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37590b_lo0052",0,"0",0,"0",9,"FHIT;EPHA3;BRAF;CSMD3;FAT3;KRAS;GRIN2A",1,0,0,55,3,0.0545454545454545,4,296,"ID18",0.948265946879744,"normal","Crypt","ID18",0.65756195584441,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",1,13
"PD37590b_lo0053",0,"0",1,"DCC",9,"ALK;CTNNA2;LRP1B;ERBB4;ETV1;DCC;ERG",3,0,0,73,5,0.0684931506849315,12,476,"ID18",1,"normal","Crypt","ID18",0.543510467438674,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37590b_lo0058",0,"0",1,"CTNNA2",4,"ALK;ETV1;CSMD3;FAM135B",0,0,0,46,2,0.0434782608695652,7,268,"0",0,"0","0","ID18",0.61860166284526,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37590b_lo0074",0,"0",2,"CSMD3;FAT3",6,"LRP1B;EPHA3;AKAP9;CSMD3",0,0,0,51,3,0.0588235294117647,11,250,"0",0,"0","0","ID18",0.49713312665259,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
"PD37590b_lo0075",0,"0",1,"ETV1",3,"ARID1B;GRIN2A;AR",2,0,0,67,4,0.0597014925373134,11,369,"ID18",1,"normal","Crypt","ID18",0.623752862063277,"normal","Crypt","SBS88",0.0720421926013233,"normal","Crypt","SBS88",0,"normal","Crypt",1,15
"PD37590b_lo0090",0,"0",1,"ERBB4",0,"0",1,0,0,34,5,0.147058823529412,1,249,"ID18",1,"normal","Crypt","ID18",0.722573078499183,"normal","Crypt","SBS88",0,"normal","Crypt","SBS88",0,"normal","Crypt",0,0
